	timepoint	replicate_id	treatment	cc_state	lin_state	lon_state
cell01241	3	1	N_N_N	0	7	3
cell01242	1	1	N	1	1	2
cell01243	5	1	N_N_N_N_N	3	18	2
cell01244	5	1	N_N_N_N_N	0	17	0
cell01245	5	1	N_N_N_N_N	1	11	1
cell01246	3	1	N_N_N	1	6	1
cell01247	5	1	N_N_N_N_N	1	11	3
cell01248	4	1	N_N_N_N	3	5	3
cell01249	5	1	N_N_N_N_N	1	11	2
cell01250	4	1	N_N_N_N	1	6	1
cell01251	3	1	N_N_N	3	2	3
cell01252	3	1	N_N_N	3	3	1
cell01253	3	1	N_N_N	3	3	0
cell01254	4	1	N_N_N_N	3	8	2
cell01255	2	1	N_N	2	1	0
cell01256	4	1	N_N_N_N	2	11	1
cell01257	2	1	N_N	1	1	2
cell01258	1	1	N	1	1	1
cell01259	1	1	N	1	1	2
cell01260	4	1	N_N_N_N	1	8	1
cell01261	2	1	N_N	1	1	1
cell01262	5	1	N_N_N_N_N	1	11	0
cell01263	3	1	N_N_N	3	2	2
cell01264	5	1	N_N_N_N_N	1	13	1
cell01265	3	1	N_N_N	0	3	2
cell01266	4	1	N_N_N_N	1	7	2
cell01267	3	1	N_N_N	3	3	2
cell01268	2	1	N_N	3	3	0
cell01269	5	1	N_N_N_N_N	3	11	2
cell01270	4	1	N_N_N_N	1	6	1
cell01271	3	1	N_N_N	3	3	2
cell01272	5	1	N_N_N_N_N	2	16	0
cell01273	1	1	N	2	1	1
cell01274	4	1	N_N_N_N	1	8	2
cell01275	3	1	N_N_N	1	3	2
cell01276	2	1	N_N	3	1	1
cell01277	3	1	N_N_N	3	3	1
cell01278	2	1	N_N	1	1	3
cell01279	3	1	N_N_N	1	4	0
cell01280	5	1	N_N_N_N_N	2	8	2
cell01281	2	1	N_N	3	3	2
cell01282	2	1	N_N	1	1	2
cell01283	3	1	N_N_N	2	5	3
cell01284	5	1	N_N_N_N_N	3	17	2
cell01285	2	1	N_N	1	2	1
cell01286	2	1	N_N	0	2	0
cell01287	4	1	N_N_N_N	0	7	0
cell01288	3	1	N_N_N	1	2	2
cell01289	3	1	N_N_N	1	3	1
cell01290	4	1	N_N_N_N	0	10	0
cell01291	5	1	N_N_N_N_N	2	18	1
cell01292	3	1	N_N_N	2	2	2
cell01293	5	1	N_N_N_N_N	2	11	3
cell01294	4	1	N_N_N_N	0	7	2
cell01295	4	1	N_N_N_N	1	4	1
cell01296	2	1	N_N	1	1	2
cell01297	5	1	N_N_N_N_N	2	17	0
cell01298	3	1	N_N_N	1	7	2
cell01299	5	1	N_N_N_N_N	2	12	1
cell01300	3	1	N_N_N	1	2	0
cell01301	5	1	N_N_N_N_N	3	10	2
cell01302	5	1	N_N_N_N_N	3	13	3
cell01303	1	1	N	3	1	2
cell01304	4	1	N_N_N_N	1	8	0
cell01305	5	1	N_N_N_N_N	2	8	0
cell01306	3	1	N_N_N	1	5	3
cell01307	3	1	N_N_N	1	3	3
cell01308	5	1	N_N_N_N_N	2	8	1
cell01309	5	1	N_N_N_N_N	3	9	1
cell01310	3	1	N_N_N	2	5	1
cell01311	5	1	N_N_N_N_N	2	13	2
cell01312	3	1	N_N_N	3	3	1
cell01313	3	1	N_N_N	0	6	1
cell01314	5	1	N_N_N_N_N	3	10	1
cell01315	1	1	N	2	0	1
cell01316	5	1	N_N_N_N_N	0	16	1
cell01317	2	1	N_N	2	1	0
cell01318	5	1	N_N_N_N_N	1	14	2
cell01319	4	1	N_N_N_N	0	11	2
cell01320	5	1	N_N_N_N_N	1	11	1
cell01321	5	1	N_N_N_N_N	2	15	2
cell01322	5	1	N_N_N_N_N	1	11	0
cell01323	3	1	N_N_N	1	5	0
cell01324	4	1	N_N_N_N	2	5	1
cell01325	5	1	N_N_N_N_N	1	11	1
cell01326	3	1	N_N_N	3	6	2
cell01327	3	1	N_N_N	0	5	3
cell01328	1	1	N	3	1	0
cell01329	2	1	N_N	1	1	2
cell01330	2	1	N_N	2	1	1
cell01331	5	1	N_N_N_N_N	1	14	2
cell01332	3	1	N_N_N	3	5	2
cell01333	5	1	N_N_N_N_N	2	14	1
cell01334	5	1	N_N_N_N_N	0	11	2
cell01335	3	1	N_N_N	1	5	2
cell01336	3	1	N_N_N	2	5	2
cell01337	4	1	N_N_N_N	1	7	0
cell01338	4	1	N_N_N_N	3	4	1
cell01339	4	1	N_N_N_N	3	4	0
cell01340	2	1	N_N	2	2	2
cell01341	3	1	N_N_N	1	3	1
cell01342	5	1	N_N_N_N_N	2	15	3
cell01343	2	1	N_N	3	2	2
cell01344	3	1	N_N_N	3	2	0
cell01345	4	1	N_N_N_N	0	11	1
cell01346	3	1	N_N_N	1	3	2
cell01347	2	1	N_N	2	2	2
cell01348	2	1	N_N	0	3	1
cell01349	2	1	N_N	1	3	2
cell01350	3	1	N_N_N	3	3	0
cell01351	5	1	N_N_N_N_N	2	18	1
cell01352	3	1	N_N_N	2	4	1
cell01353	3	1	N_N_N	3	2	1
cell01354	3	1	N_N_N	1	3	0
cell01355	2	1	N_N	1	1	2
cell01356	3	1	N_N_N	0	7	1
cell01357	2	1	N_N	1	3	1
cell01358	5	1	N_N_N_N_N	2	8	2
cell01359	5	1	N_N_N_N_N	1	11	2
cell01360	4	1	N_N_N_N	1	8	0
cell01361	1	1	N	1	0	2
cell01362	4	1	N_N_N_N	3	9	2
cell01363	4	1	N_N_N_N	0	10	2
cell01364	4	1	N_N_N_N	3	7	1
cell01365	2	1	N_N	0	3	1
cell01366	3	1	N_N_N	0	2	1
cell01367	5	1	N_N_N_N_N	0	13	1
cell01368	5	1	N_N_N_N_N	0	10	2
cell01369	4	1	N_N_N_N	0	12	3
cell01370	4	1	N_N_N_N	1	10	2
cell01371	5	1	N_N_N_N_N	3	18	0
cell01372	2	1	N_N	0	1	1
cell01373	4	1	N_N_N_N	0	5	0
cell01374	2	1	N_N	1	2	2
cell01375	2	1	N_N	1	1	3
cell01376	4	1	N_N_N_N	3	6	1
cell01377	5	1	N_N_N_N_N	0	14	2
cell01378	4	1	N_N_N_N	2	11	1
cell01379	3	1	N_N_N	2	3	2
cell01380	5	1	N_N_N_N_N	3	16	1
cell01381	3	1	N_N_N	2	2	1
cell01382	3	1	N_N_N	2	6	1
cell01383	5	1	N_N_N_N_N	0	14	2
cell01384	5	1	N_N_N_N_N	1	18	1
cell01385	5	1	N_N_N_N_N	2	18	1
cell01386	5	1	N_N_N_N_N	0	11	2
cell01387	5	1	N_N_N_N_N	2	11	0
cell01388	4	1	N_N_N_N	1	11	1
cell01389	5	1	N_N_N_N_N	3	13	0
cell01390	4	1	N_N_N_N	2	10	2
cell01391	5	1	N_N_N_N_N	0	11	3
cell01392	5	1	N_N_N_N_N	1	15	1
cell01393	5	1	N_N_N_N_N	2	12	2
cell01394	4	1	N_N_N_N	1	5	1
cell01395	4	1	N_N_N_N	1	4	3
cell01396	5	1	N_N_N_N_N	3	15	3
cell01397	1	1	N	3	0	2
cell01398	5	1	N_N_N_N_N	2	11	3
cell01399	2	1	N_N	0	2	2
cell01400	5	1	N_N_N_N_N	2	17	0
cell01401	5	1	N_N_N_N_N	1	8	1
cell01402	4	1	N_N_N_N	0	6	2
cell01403	4	1	N_N_N_N	2	9	2
cell01404	3	1	N_N_N	1	2	3
cell01405	3	1	N_N_N	1	2	1
cell01406	3	1	N_N_N	1	5	3
cell01407	3	1	N_N_N	3	2	1
cell01408	4	1	N_N_N_N	0	11	0
cell01409	5	1	N_N_N_N_N	1	12	1
cell01410	5	1	N_N_N_N_N	3	11	2
cell01411	3	1	N_N_N	3	5	1
cell01412	1	1	N	0	0	2
cell01413	5	1	N_N_N_N_N	2	8	0
cell01414	5	1	N_N_N_N_N	1	17	2
cell01415	3	1	N_N_N	3	6	1
cell01416	3	1	N_N_N	3	3	3
cell01417	5	1	N_N_N_N_N	1	13	3
cell01418	4	1	N_N_N_N	0	5	1
cell01419	3	1	N_N_N	1	3	2
cell01420	4	1	N_N_N_N	0	11	2
cell01421	4	1	N_N_N_N	3	9	2
cell01422	3	1	N_N_N	3	6	3
cell01423	4	1	N_N_N_N	3	11	2
cell01424	5	1	N_N_N_N_N	0	9	3
cell01425	2	1	N_N	1	3	2
cell01426	2	1	N_N	0	3	3
cell01427	2	1	N_N	3	2	1
cell01428	4	1	N_N_N_N	1	7	3
cell01429	4	1	N_N_N_N	1	11	2
cell01430	5	1	N_N_N_N_N	2	11	3
cell01431	5	1	N_N_N_N_N	3	10	2
cell01432	5	1	N_N_N_N_N	1	11	2
cell01433	5	1	N_N_N_N_N	2	16	2
cell01434	3	1	N_N_N	1	2	3
cell01435	2	1	N_N	3	1	2
cell01436	3	1	N_N_N	3	6	0
cell01437	5	1	N_N_N_N_N	0	13	1
cell01438	4	1	N_N_N_N	3	7	1
cell01439	4	1	N_N_N_N	2	10	3
cell01440	3	1	N_N_N	0	2	1
cell01441	4	1	N_N_N_N	2	7	3
cell01442	5	1	N_N_N_N_N	0	10	2
cell01443	2	1	N_N	1	1	2
cell01444	5	1	N_N_N_N_N	3	17	1
cell01445	3	1	N_N_N	2	2	3
cell01446	5	1	N_N_N_N_N	3	18	0
cell01447	5	1	N_N_N_N_N	2	16	3
cell01448	3	1	N_N_N	0	6	0
cell01449	4	1	N_N_N_N	2	10	3
cell01450	3	1	N_N_N	0	7	3
cell01451	5	1	N_N_N_N_N	2	12	0
cell01452	4	1	N_N_N_N	2	8	2
cell01453	4	1	N_N_N_N	1	7	0
cell01454	3	1	N_N_N	3	2	2
cell01455	3	1	N_N_N	2	3	3
cell01456	3	1	N_N_N	3	5	3
cell01457	3	1	N_N_N	2	3	0
cell01458	5	1	N_N_N_N_N	3	9	3
cell01459	4	1	N_N_N_N	3	7	1
cell01460	3	1	N_N_N	1	4	2
cell01461	5	1	N_N_N_N_N	2	14	3
cell01462	4	1	N_N_N_N	0	11	3
cell01463	4	1	N_N_N_N	2	6	1
cell01464	3	1	N_N_N	2	2	2
cell01465	5	1	N_N_N_N_N	3	17	2
cell01466	4	1	N_N_N_N	1	6	1
cell01467	3	1	N_N_N	2	2	1
cell01468	4	1	N_N_N_N	0	5	2
cell01469	3	1	N_N_N	1	6	2
cell01470	5	1	N_N_N_N_N	3	8	1
cell01471	4	1	N_N_N_N	2	12	3
cell01472	2	1	N_N	2	1	2
cell01473	2	1	N_N	0	2	3
cell01474	5	1	N_N_N_N_N	3	8	0
cell01475	5	1	N_N_N_N_N	1	10	1
cell01476	5	1	N_N_N_N_N	1	16	2
cell01477	3	1	N_N_N	2	2	1
cell01478	2	1	N_N	0	2	0
cell01479	5	1	N_N_N_N_N	3	16	2
cell01480	4	1	N_N_N_N	0	8	1
cell01481	5	1	N_N_N_N_N	1	18	1
cell01482	3	1	N_N_N	3	3	2
cell01483	4	1	N_N_N_N	3	4	1
cell01484	3	1	N_N_N	1	3	2
cell01485	3	1	N_N_N	1	5	2
cell01486	3	1	N_N_N	2	2	2
cell01487	5	1	N_N_N_N_N	2	11	0
cell01488	5	1	N_N_N_N_N	3	18	3
cell01489	4	1	N_N_N_N	2	4	3
cell01490	3	1	N_N_N	2	3	2
cell01491	1	1	N	1	0	2
cell01492	3	1	N_N_N	0	3	2
cell01493	5	1	N_N_N_N_N	2	14	3
cell01494	5	1	N_N_N_N_N	2	15	1
cell01495	4	1	N_N_N_N	1	7	2
cell01496	5	1	N_N_N_N_N	2	13	3
cell01497	3	1	N_N_N	2	7	1
cell01498	2	1	N_N	2	1	2
cell01499	5	1	N_N_N_N_N	1	11	1
cell01500	4	1	N_N_N_N	1	7	2
cell01501	5	1	N_N_N_N_N	0	11	2
cell01502	5	1	N_N_N_N_N	3	12	2
cell01503	1	1	N	3	0	1
cell01504	4	1	N_N_N_N	3	5	2
cell01505	4	1	N_N_N_N	0	11	1
cell01506	3	1	N_N_N	2	4	3
cell01507	5	1	N_N_N_N_N	1	15	3
cell01508	5	1	N_N_N_N_N	0	12	1
cell01509	4	1	N_N_N_N	0	4	2
cell01510	1	1	N	3	0	2
cell01511	3	1	N_N_N	1	5	1
cell01512	4	1	N_N_N_N	3	5	2
cell01513	5	1	N_N_N_N_N	1	11	2
cell01514	4	1	N_N_N_N	2	5	3
cell01515	1	1	N	0	0	2
cell01516	5	1	N_N_N_N_N	2	17	1
cell01517	4	1	N_N_N_N	2	5	1
cell01518	2	1	N_N	0	3	1
cell01519	3	1	N_N_N	0	4	1
cell01520	2	1	N_N	2	2	1
cell01521	3	1	N_N_N	3	3	1
cell01522	2	1	N_N	1	3	2
cell01523	2	1	N_N	1	2	3
cell01524	2	1	N_N	3	1	0
cell01525	4	1	N_N_N_N	2	9	2
cell01526	5	1	N_N_N_N_N	0	8	3
cell01527	3	1	N_N_N	3	5	3
cell01528	4	1	N_N_N_N	1	9	2
cell01529	5	1	N_N_N_N_N	0	12	2
cell01530	5	1	N_N_N_N_N	2	8	2
cell01531	2	1	N_N	0	3	1
cell01532	5	1	N_N_N_N_N	1	13	2
cell01533	3	1	N_N_N	3	6	2
cell01534	5	1	N_N_N_N_N	3	9	3
cell01535	1	1	N	2	1	2
cell01536	3	1	N_N_N	3	7	0
cell01537	5	1	N_N_N_N_N	0	17	1
cell01538	3	1	N_N_N	1	4	1
cell01539	5	1	N_N_N_N_N	3	9	2
cell01540	4	1	N_N_N_N	3	6	1
cell01541	2	1	N_N	1	3	2
cell01542	1	1	N	1	0	1
cell01543	3	1	N_N_N	2	2	2
cell01544	5	1	N_N_N_N_N	3	16	0
cell01545	3	1	N_N_N	3	4	0
cell01546	4	1	N_N_N_N	3	5	2
cell01547	5	1	N_N_N_N_N	3	14	2
cell01548	5	1	N_N_N_N_N	0	18	1
cell01549	4	1	N_N_N_N	2	7	0
cell01550	2	1	N_N	0	1	0
cell01551	1	1	N	3	1	2
cell01552	5	1	N_N_N_N_N	1	13	1
cell01553	4	1	N_N_N_N	1	7	0
cell01554	4	1	N_N_N_N	0	4	2
cell01555	5	1	N_N_N_N_N	0	18	2
cell01556	2	1	N_N	0	1	0
cell01557	4	1	N_N_N_N	1	5	2
cell01558	2	1	N_N	3	1	2
cell01559	1	1	N	1	1	1
cell01560	3	1	N_N_N	0	7	0
cell01561	3	1	N_N_N	0	3	1
cell01562	3	1	N_N_N	2	7	0
cell01563	3	1	N_N_N	0	6	3
cell01564	3	1	N_N_N	3	4	0
cell01565	5	1	N_N_N_N_N	2	18	3
cell01566	2	1	N_N	2	1	2
cell01567	5	1	N_N_N_N_N	2	16	1
cell01568	4	1	N_N_N_N	2	5	1
cell01569	4	1	N_N_N_N	0	5	2
cell01570	4	1	N_N_N_N	2	11	0
cell01571	5	1	N_N_N_N_N	3	13	3
cell01572	4	1	N_N_N_N	0	12	2
cell01573	3	1	N_N_N	1	7	3
cell01574	4	1	N_N_N_N	3	5	0
cell01575	5	1	N_N_N_N_N	0	18	3
cell01576	3	1	N_N_N	1	5	2
cell01577	4	1	N_N_N_N	1	5	1
cell01578	5	1	N_N_N_N_N	2	12	3
cell01579	4	1	N_N_N_N	3	10	2
cell01580	2	1	N_N	0	1	2
cell01581	4	1	N_N_N_N	3	10	1
cell01582	5	1	N_N_N_N_N	3	10	2
cell01583	4	1	N_N_N_N	3	5	2
cell01584	3	1	N_N_N	0	6	1
cell01585	4	1	N_N_N_N	0	5	1
cell01586	4	1	N_N_N_N	1	5	3
cell01587	5	1	N_N_N_N_N	2	8	2
cell01588	5	1	N_N_N_N_N	0	18	1
cell01589	4	1	N_N_N_N	1	7	2
cell01590	4	1	N_N_N_N	0	9	1
cell01591	3	1	N_N_N	0	3	3
cell01592	3	1	N_N_N	3	6	2
cell01593	3	1	N_N_N	3	2	1
cell01594	3	1	N_N_N	2	4	0
cell01595	3	1	N_N_N	2	2	0
cell01596	1	1	N	0	0	2
cell01597	2	1	N_N	3	2	1
cell01598	3	1	N_N_N	1	3	2
cell01599	4	1	N_N_N_N	2	6	2
cell01600	1	1	N	1	1	0
cell01601	4	1	N_N_N_N	2	10	0
cell01602	3	1	N_N_N	1	4	0
cell01603	5	1	N_N_N_N_N	2	12	2
cell01604	5	1	N_N_N_N_N	3	17	2
cell01605	2	1	N_N	1	1	2
cell01606	3	1	N_N_N	1	3	3
cell01607	1	1	N	3	0	1
cell01608	2	1	N_N	0	3	0
cell01609	4	1	N_N_N_N	2	8	2
cell01610	5	1	N_N_N_N_N	0	11	1
cell01611	2	1	N_N	2	1	2
cell01612	5	1	N_N_N_N_N	3	14	1
cell01613	5	1	N_N_N_N_N	0	9	3
cell01614	4	1	N_N_N_N	1	9	2
cell01615	3	1	N_N_N	1	5	2
cell01616	2	1	N_N	0	1	1
cell01617	5	1	N_N_N_N_N	2	13	2
cell01618	3	1	N_N_N	0	3	1
cell01619	2	1	N_N	0	3	1
cell01620	5	1	N_N_N_N_N	0	10	2
cell01621	4	1	N_N_N_N	3	9	2
cell01622	3	1	N_N_N	3	7	0
cell01623	4	1	N_N_N_N	0	10	1
cell01624	1	1	N	1	0	2
cell01625	5	1	N_N_N_N_N	1	15	3
cell01626	5	1	N_N_N_N_N	3	9	1
cell01627	4	1	N_N_N_N	3	5	3
cell01628	3	1	N_N_N	0	4	2
cell01629	5	1	N_N_N_N_N	0	15	1
cell01630	5	1	N_N_N_N_N	3	8	0
cell01631	4	1	N_N_N_N	0	8	1
cell01632	5	1	N_N_N_N_N	3	13	2
cell01633	2	1	N_N	0	1	3
cell01634	4	1	N_N_N_N	1	4	1
cell01635	2	1	N_N	3	1	1
cell01636	5	1	N_N_N_N_N	0	10	0
cell01637	5	1	N_N_N_N_N	1	13	1
cell01638	5	1	N_N_N_N_N	0	10	2
cell01639	3	1	N_N_N	3	6	2
cell01640	3	1	N_N_N	0	7	3
cell01641	5	1	N_N_N_N_N	2	11	1
cell01642	2	1	N_N	0	2	3
cell01643	5	1	N_N_N_N_N	2	12	1
cell01644	5	1	N_N_N_N_N	0	14	2
cell01645	1	1	N	0	1	0
cell01646	3	1	N_N_N	0	2	1
cell01647	3	1	N_N_N	1	4	1
cell01648	5	1	N_N_N_N_N	2	10	2
cell01649	5	1	N_N_N_N_N	0	18	3
cell01650	5	1	N_N_N_N_N	1	11	2
cell01651	2	1	N_N	3	2	2
cell01652	2	1	N_N	0	1	2
cell01653	2	1	N_N	3	3	2
cell01654	5	1	N_N_N_N_N	2	15	0
cell01655	5	1	N_N_N_N_N	0	8	0
cell01656	4	1	N_N_N_N	1	4	1
cell01657	4	1	N_N_N_N	0	5	3
cell01658	5	1	N_N_N_N_N	2	14	2
cell01659	3	1	N_N_N	3	5	2
cell01660	5	1	N_N_N_N_N	1	15	3
cell01661	5	1	N_N_N_N_N	0	10	0
cell01662	5	1	N_N_N_N_N	2	17	3
cell01663	4	1	N_N_N_N	3	8	1
cell01664	2	1	N_N	1	1	2
cell01665	2	1	N_N	0	2	0
cell01666	4	1	N_N_N_N	0	5	1
cell01667	2	1	N_N	1	1	2
cell01668	4	1	N_N_N_N	3	12	2
cell01669	3	1	N_N_N	2	2	1
cell01670	1	1	N	3	1	1
cell01671	3	1	N_N_N	0	2	1
cell01672	5	1	N_N_N_N_N	1	11	1
cell01673	5	1	N_N_N_N_N	3	17	1
cell01674	4	1	N_N_N_N	2	5	1
cell01675	4	1	N_N_N_N	1	10	0
cell01676	1	1	N	3	0	2
cell01677	4	1	N_N_N_N	2	8	2
cell01678	5	1	N_N_N_N_N	1	10	3
cell01679	5	1	N_N_N_N_N	1	17	1
cell01680	3	1	N_N_N	1	4	1
cell01681	4	1	N_N_N_N	3	11	1
cell01682	4	1	N_N_N_N	3	8	0
cell01683	3	1	N_N_N	3	2	1
cell01684	2	1	N_N	3	1	0
cell01685	5	1	N_N_N_N_N	0	17	2
cell01686	1	1	N	2	0	3
cell01687	2	1	N_N	1	1	1
cell01688	5	1	N_N_N_N_N	1	9	1
cell01689	5	1	N_N_N_N_N	1	16	1
cell01690	5	1	N_N_N_N_N	3	13	2
cell01691	5	1	N_N_N_N_N	2	15	2
cell01692	4	1	N_N_N_N	2	9	1
cell01693	4	1	N_N_N_N	3	10	1
cell01694	4	1	N_N_N_N	0	10	2
cell01695	4	1	N_N_N_N	0	12	1
cell01696	5	1	N_N_N_N_N	2	12	1
cell01697	5	1	N_N_N_N_N	0	17	2
cell01698	4	1	N_N_N_N	3	12	1
cell01699	5	1	N_N_N_N_N	3	12	1
cell01700	4	1	N_N_N_N	0	12	1
cell01701	3	1	N_N_N	2	2	3
cell01702	4	1	N_N_N_N	1	11	3
cell01703	4	1	N_N_N_N	2	9	2
cell01704	4	1	N_N_N_N	2	4	1
cell01705	3	1	N_N_N	2	5	1
cell01706	3	1	N_N_N	0	2	0
cell01707	3	1	N_N_N	0	3	2
cell01708	4	1	N_N_N_N	0	9	2
cell01709	3	1	N_N_N	2	3	3
cell01710	3	1	N_N_N	3	5	3
cell01711	5	1	N_N_N_N_N	0	10	3
cell01712	5	1	N_N_N_N_N	2	10	3
cell01713	4	1	N_N_N_N	0	12	3
cell01714	5	1	N_N_N_N_N	3	14	2
cell01715	3	1	N_N_N	0	5	2
cell01716	4	1	N_N_N_N	3	4	0
cell01717	4	1	N_N_N_N	0	8	1
cell01718	4	1	N_N_N_N	3	8	0
cell01719	4	1	N_N_N_N	3	9	2
cell01720	4	1	N_N_N_N	1	7	3
cell01721	4	1	N_N_N_N	2	8	1
cell01722	3	1	N_N_N	2	3	1
cell01723	3	1	N_N_N	0	6	3
cell01724	4	1	N_N_N_N	0	5	1
cell01725	5	1	N_N_N_N_N	0	13	2
cell01726	2	1	N_N	3	1	2
cell01727	3	1	N_N_N	2	7	1
cell01728	3	1	N_N_N	2	3	3
cell01729	3	1	N_N_N	3	3	2
cell01730	5	1	N_N_N_N_N	1	11	1
cell01731	3	1	N_N_N	1	6	1
cell01732	2	1	N_N	0	2	1
cell01733	2	1	N_N	0	1	2
cell01734	5	1	N_N_N_N_N	1	18	2
cell01735	4	1	N_N_N_N	0	12	2
cell01736	1	1	N	0	0	2
cell01737	5	1	N_N_N_N_N	3	14	3
cell01738	4	1	N_N_N_N	3	5	2
cell01739	1	1	N	1	1	2
cell01740	4	1	N_N_N_N	2	11	2
cell01741	2	1	N_N	2	2	1
cell01742	4	1	N_N_N_N	1	5	0
cell01743	4	1	N_N_N_N	1	7	0
cell01744	2	1	N_N	0	1	3
cell01745	5	1	N_N_N_N_N	1	17	1
cell01746	4	1	N_N_N_N	2	5	1
cell01747	4	1	N_N_N_N	0	12	1
cell01748	5	1	N_N_N_N_N	0	11	0
cell01749	5	1	N_N_N_N_N	2	17	3
cell01750	1	1	N	0	1	1
cell01751	5	1	N_N_N_N_N	0	16	2
cell01752	4	1	N_N_N_N	1	9	1
cell01753	5	1	N_N_N_N_N	2	11	2
cell01754	3	1	N_N_N	0	7	3
cell01755	3	1	N_N_N	2	3	2
cell01756	4	1	N_N_N_N	2	5	0
cell01757	4	1	N_N_N_N	0	10	2
cell01758	5	1	N_N_N_N_N	2	11	0
cell01759	4	1	N_N_N_N	1	5	1
cell01760	2	1	N_N	3	3	1
cell01761	1	1	N	3	1	0
cell01762	4	1	N_N_N_N	0	6	3
cell01763	5	1	N_N_N_N_N	0	10	0
cell01764	4	1	N_N_N_N	3	10	1
cell01765	2	1	N_N	0	2	0
cell01766	4	1	N_N_N_N	0	5	2
cell01767	1	1	N	2	0	1
cell01768	4	1	N_N_N_N	1	12	2
cell01769	4	1	N_N_N_N	1	12	0
cell01770	5	1	N_N_N_N_N	2	17	1
cell01771	3	1	N_N_N	0	7	1
cell01772	3	1	N_N_N	0	7	2
cell01773	3	1	N_N_N	3	3	1
cell01774	4	1	N_N_N_N	3	12	1
cell01775	5	1	N_N_N_N_N	1	9	2
cell01776	5	1	N_N_N_N_N	0	13	3
cell01777	5	1	N_N_N_N_N	0	17	1
cell01778	2	1	N_N	1	2	1
cell01779	2	1	N_N	3	1	1
cell01780	4	1	N_N_N_N	3	8	0
cell01781	2	1	N_N	0	3	1
cell01782	5	1	N_N_N_N_N	3	17	3
cell01783	5	1	N_N_N_N_N	1	13	0
cell01784	5	1	N_N_N_N_N	2	8	1
cell01785	5	1	N_N_N_N_N	2	8	3
cell01786	4	1	N_N_N_N	3	10	3
cell01787	3	1	N_N_N	0	6	1
cell01788	5	1	N_N_N_N_N	3	8	1
cell01789	2	1	N_N	1	1	0
cell01790	1	1	N	0	0	1
cell01791	5	1	N_N_N_N_N	1	18	1
cell01792	5	1	N_N_N_N_N	1	10	2
cell01793	5	1	N_N_N_N_N	3	17	1
cell01794	5	1	N_N_N_N_N	3	9	3
cell01795	4	1	N_N_N_N	2	6	1
cell01796	5	1	N_N_N_N_N	3	14	2
cell01797	4	1	N_N_N_N	1	9	0
cell01798	5	1	N_N_N_N_N	0	14	2
cell01799	5	1	N_N_N_N_N	0	17	1
cell01800	5	1	N_N_N_N_N	2	12	2
cell01801	3	1	N_N_N	2	5	2
cell01802	3	1	N_N_N	3	2	2
cell01803	5	1	N_N_N_N_N	0	14	1
cell01804	3	1	N_N_N	2	2	1
cell01805	5	1	N_N_N_N_N	3	13	1
cell01806	2	1	N_N	1	3	2
cell01807	5	1	N_N_N_N_N	0	10	2
cell01808	3	1	N_N_N	1	3	0
cell01809	5	1	N_N_N_N_N	2	8	1
cell01810	2	1	N_N	0	3	1
cell01811	5	1	N_N_N_N_N	2	11	3
cell01812	4	1	N_N_N_N	3	5	0
cell01813	4	1	N_N_N_N	2	11	0
cell01814	3	1	N_N_N	0	7	3
cell01815	4	1	N_N_N_N	3	5	2
cell01816	3	1	N_N_N	0	3	1
cell01817	4	1	N_N_N_N	2	4	0
cell01818	3	1	N_N_N	3	5	1
cell01819	5	1	N_N_N_N_N	2	16	0
cell01820	4	1	N_N_N_N	3	7	3
cell01821	2	1	N_N	1	2	1
cell01822	5	1	N_N_N_N_N	0	11	1
cell01823	5	1	N_N_N_N_N	3	14	2
cell01824	3	1	N_N_N	1	6	0
cell01825	1	1	N	0	1	2
cell01826	4	1	N_N_N_N	3	12	0
cell01827	4	1	N_N_N_N	3	10	2
cell01828	5	1	N_N_N_N_N	1	15	1
cell01829	1	1	N	1	0	3
cell01830	1	1	N	1	1	3
cell01831	5	1	N_N_N_N_N	2	18	2
cell01832	5	1	N_N_N_N_N	3	17	1
cell01833	3	1	N_N_N	0	5	0
cell01834	4	1	N_N_N_N	3	11	2
cell01835	5	1	N_N_N_N_N	3	17	0
cell01836	5	1	N_N_N_N_N	0	16	1
cell01837	5	1	N_N_N_N_N	0	11	0
cell01838	4	1	N_N_N_N	2	8	1
cell01839	3	1	N_N_N	3	6	2
cell01840	3	1	N_N_N	1	4	3
cell01841	4	1	N_N_N_N	3	12	2
cell01842	5	1	N_N_N_N_N	3	8	3
cell01843	3	1	N_N_N	1	7	3
cell01844	4	1	N_N_N_N	2	11	0
cell01845	4	1	N_N_N_N	3	11	0
cell01846	4	1	N_N_N_N	1	8	1
cell01847	5	1	N_N_N_N_N	0	17	3
cell01848	3	1	N_N_N	2	7	1
cell01849	3	1	N_N_N	0	4	3
cell01850	3	1	N_N_N	2	7	0
cell01851	3	1	N_N_N	1	2	3
cell01852	4	1	N_N_N_N	3	10	1
cell01853	5	1	N_N_N_N_N	0	17	1
cell01854	5	1	N_N_N_N_N	3	12	1
cell01855	3	1	N_N_N	2	7	0
cell01856	2	1	N_N	2	1	3
cell01857	3	1	N_N_N	0	7	1
cell01858	5	1	N_N_N_N_N	1	14	2
cell01859	5	1	N_N_N_N_N	0	10	0
cell01860	4	1	N_N_N_N	3	10	3
cell01861	4	1	N_N_N_N	3	5	0
cell01862	3	1	N_N_N	0	5	1
cell01863	5	1	N_N_N_N_N	1	17	0
cell01864	3	1	N_N_N	1	7	2
cell01865	5	1	N_N_N_N_N	1	9	1
